station,timeJ:,t090C:,t190C:,c0uS/cm:,c1uS/cm:,sal00:,sal11:,depSM:,density00:,fluroescence,sbeox0Mm/L:,sbeox0(%sat),v6:,upoly0:,latitude:,longitude:,prDM:,prDE:,flag:
C2,120.779503,8.8694,8.8719,3.61E+04,3.61E+04,33.9735,33.9593,149,1027.0178,1.44E-01,98.867,33.973,0,28.813207,36.78696,-121.91788,150.162,217.791,0.00E+00
C2,120.779521,8.8478,8.8486,3.61E+04,3.61E+04,33.9762,33.9617,150,1027.0279,1.46E-01,99.925,34.321,0,28.834671,36.78696,-121.91788,151.17,219.253,0.00E+00
C2,120.779556,8.844,8.8405,3.61E+04,3.61E+04,33.9758,33.9624,151,1027.0328,1.48E-01,101.172,34.747,0,29.003617,36.78696,-121.91788,152.178,220.716,0.00E+00
C2,120.779572,8.8137,8.816,3.61E+04,3.61E+04,33.9799,33.9658,152,1027.0455,1.45E-01,101.405,34.804,0,29.083409,36.78696,-121.91788,153.186,222.178,0.00E+00
C2,120.779581,8.8043,8.8041,3.61E+04,3.61E+04,33.9831,33.9697,153,1027.0541,1.31E-01,101.076,34.684,0,28.87592,36.78696,-121.91788,154.195,223.64,0.00E+00
C2,120.7796,8.8026,8.8027,3.61E+04,3.61E+04,33.9849,33.9707,154,1027.0603,1.35E-01,99.844,34.261,0,28.877779,36.78696,-121.91788,155.203,225.102,0.00E+00
C2,120.779638,8.8093,8.8108,3.61E+04,3.61E+04,33.9828,33.9683,155,1027.0622,1.26E-01,95.498,32.774,0,28.909154,36.78696,-121.91788,156.211,226.565,0.00E+00
C2,120.77965,8.7761,8.7736,3.60E+04,3.60E+04,33.9909,33.9781,156,1027.0783,1.36E-01,99.096,33.985,0,28.955776,36.78696,-121.91788,157.219,228.027,0.00E+00
C2,120.77967,8.7715,8.7729,3.60E+04,3.60E+04,33.9921,33.9779,157,1027.0846,1.30E-01,97.094,33.296,0,29.083877,36.78696,-121.91788,158.227,229.489,0.00E+00
C2,120.779692,8.7718,8.7715,3.60E+04,3.60E+04,33.9915,33.978,158,1027.0886,1.16E-01,92.728,31.799,0,29.489354,36.78696,-121.91788,159.235,230.951,0.00E+00
C2,120.779705,8.7658,8.7669,3.60E+04,3.60E+04,33.9925,33.9781,159,1027.095,1.23E-01,92.561,31.738,0,29.485359,36.78696,-121.91788,160.244,232.414,0.00E+00
C2,120.779726,8.7457,8.7458,3.60E+04,3.60E+04,33.996,33.9827,160,1027.1055,1.29E-01,92.879,31.833,0,29.634923,36.78696,-121.91788,161.252,233.876,0.00E+00
C2,120.779754,8.7213,8.7216,3.60E+04,3.60E+04,33.9999,33.9858,161,1027.117,1.25E-01,92.1,31.549,0,29.625006,36.78696,-121.91788,162.26,235.338,0.00E+00
C2,120.779774,8.7081,8.7083,3.60E+04,3.60E+04,34.0015,33.9873,162,1027.1249,1.13E-01,90.899,31.129,0,29.580195,36.78696,-121.91788,163.268,236.8,0.00E+00
C2,120.779793,8.6999,8.6987,3.60E+04,3.60E+04,34.0025,33.989,163,1027.1316,1.20E-01,90.368,30.942,0,29.591689,36.78696,-121.91788,164.277,238.263,0.00E+00
C2,120.779813,8.6983,8.6984,3.60E+04,3.60E+04,34.0027,33.9888,164,1027.1366,1.22E-01,90.021,30.822,0,29.997895,36.78696,-121.91788,165.285,239.725,0.00E+00
C2,120.779836,8.6958,8.6956,3.60E+04,3.60E+04,34.0029,33.9889,165,1027.1417,1.16E-01,89.936,30.791,0,29.861556,36.78696,-121.91788,166.293,241.188,0.00E+00
C2,120.779859,8.6883,8.6881,3.60E+04,3.60E+04,34.0039,33.9901,166,1027.1483,1.23E-01,90.475,30.971,0,29.842848,36.78696,-121.91788,167.301,242.65,0.00E+00
C2,120.779874,8.6737,8.6738,3.60E+04,3.60E+04,34.0063,33.9922,167,1027.1571,1.16E-01,90.037,30.812,0,29.843319,36.78696,-121.91788,168.309,244.112,0.00E+00
C2,120.779889,8.6635,8.6628,3.60E+04,3.60E+04,34.0081,33.9942,168,1027.1647,1.15E-01,89.789,30.72,0,30.016693,36.78696,-121.91788,169.318,245.575,0.00E+00
C2,120.779912,8.6623,8.6618,3.60E+04,3.60E+04,34.0083,33.9944,169,1027.1696,1.18E-01,88.829,30.391,0,30.047054,36.78696,-121.91788,170.326,247.037,0.00E+00
C2,120.779935,8.6586,8.658,3.60E+04,3.60E+04,34.0092,33.9952,170,1027.1755,1.10E-01,88.038,30.118,0,30.695594,36.78696,-121.91788,171.334,248.499,0.00E+00
C2,120.779965,8.6581,8.6571,3.60E+04,3.60E+04,34.0089,33.9952,171,1027.1799,1.15E-01,88.051,30.122,0,30.798745,36.78696,-121.91788,172.342,249.961,0.00E+00
C2,120.779982,8.6388,8.6387,3.60E+04,3.59E+04,34.0113,33.9973,172,1027.1894,1.18E-01,88.09,30.123,0,30.252124,36.78696,-121.91788,173.351,251.424,0.00E+00
C2,120.779999,8.62,8.6195,3.59E+04,3.59E+04,34.013,33.9992,173,1027.1983,1.08E-01,88.572,30.275,0,30.306345,36.78696,-121.91788,174.359,252.886,0.00E+00
C2,120.780015,8.6164,8.6177,3.59E+04,3.59E+04,34.0132,33.9992,174,1027.2036,1.09E-01,89.528,30.6,0,30.329544,36.78696,-121.91788,175.367,254.349,0.00E+00
C2,120.780034,8.6005,8.6014,3.59E+04,3.59E+04,34.014,34,175,1027.2113,1.07E-01,89.867,30.705,0,30.344729,36.78696,-121.91788,176.376,255.811,0.00E+00
C2,120.780058,8.6011,8.6047,3.59E+04,3.59E+04,34.0141,33.9997,176,1027.2159,1.15E-01,90.093,30.783,0,30.208223,36.78696,-121.91788,177.384,257.274,0.00E+00
C2,120.780084,8.5761,8.5765,3.59E+04,3.59E+04,34.017,34.0034,177,1027.2267,1.06E-01,90.142,30.783,0,30.306788,36.78696,-121.91788,178.392,258.736,0.00E+00
C2,120.780106,8.5614,8.5608,3.59E+04,3.59E+04,34.0181,34.0045,178,1027.2344,1.09E-01,90.008,30.727,0,29.870567,36.78696,-121.91788,179.4,260.198,0.00E+00
C2,120.780116,8.5549,8.5553,3.59E+04,3.59E+04,34.0183,34.0046,179,1027.2402,9.90E-02,90.27,30.812,0,29.916652,36.78696,-121.91788,180.409,261.661,0.00E+00
C2,120.780143,8.5619,8.561,3.59E+04,3.59E+04,34.0174,34.0034,180,1027.243,1.12E-01,92.196,31.474,0,30.201727,36.78696,-121.91788,181.417,263.123,0.00E+00
C2,120.780169,8.5493,8.549,3.59E+04,3.59E+04,34.0181,34.0041,181,1027.2501,1.02E-01,92.901,31.706,0,30.455636,36.78696,-121.91788,182.426,264.586,0.00E+00
C2,120.780179,8.5379,8.537,3.59E+04,3.59E+04,34.0203,34.0067,182,1027.2582,1.08E-01,92.046,31.407,0,30.411588,36.78696,-121.91788,183.434,266.048,0.00E+00
C2,120.780191,8.5297,8.5287,3.59E+04,3.59E+04,34.0214,34.0078,183,1027.2649,1.06E-01,92.1,31.42,0,30.385558,36.78696,-121.91788,184.442,267.511,0.00E+00
C2,120.780224,8.5336,8.5347,3.59E+04,3.59E+04,34.0208,34.0065,184,1027.2685,1.01E-01,93.429,31.876,0,30.467353,36.78696,-121.91788,185.451,268.973,0.00E+00
C2,120.780249,8.523,8.5236,3.59E+04,3.58E+04,34.0221,34.0079,185,1027.2757,1.04E-01,93.235,31.802,0,30.355228,36.78696,-121.91788,186.459,270.436,0.00E+00
C2,120.780272,8.5028,8.5022,3.58E+04,3.58E+04,34.0235,34.01,186,1027.2845,1.03E-01,93.814,31.986,0,30.21102,36.78696,-121.91788,187.467,271.898,0.00E+00
C2,120.780287,8.4951,8.4954,3.58E+04,3.58E+04,34.0241,34.01,187,1027.2908,1.11E-01,93.738,31.954,0,30.2213,36.78696,-121.91788,188.475,273.36,0.00E+00
C2,120.780302,8.485,8.4834,3.58E+04,3.58E+04,34.0235,34.01,188,1027.2965,1.10E-01,93.519,31.872,0,30.306439,36.78696,-121.91788,189.484,274.823,0.00E+00
C2,120.78033,8.4885,8.4913,3.58E+04,3.58E+04,34.0232,34.0089,189,1027.3003,1.07E-01,93.181,31.759,0,30.791986,36.78696,-121.91788,190.492,276.285,0.00E+00
C2,120.780354,8.4783,8.4788,3.58E+04,3.58E+04,34.0231,34.0092,190,1027.3064,1.14E-01,92.993,31.688,0,30.264928,36.78696,-121.91788,191.501,277.748,0.00E+00
C2,120.780376,8.4698,8.4725,3.58E+04,3.58E+04,34.023,34.009,191,1027.3123,1.05E-01,93.087,31.714,0,30.160371,36.78696,-121.91788,192.509,279.211,0.00E+00
C2,120.780396,8.4723,8.4717,3.58E+04,3.58E+04,34.0232,34.0092,192,1027.3166,1.05E-01,92.82,31.625,0,30.12298,36.78696,-121.91788,193.517,280.673,0.00E+00
C2,120.780415,8.4564,8.4555,3.58E+04,3.58E+04,34.0251,34.0115,193,1027.3251,1.03E-01,92.646,31.555,0,31.310626,36.78696,-121.91788,194.526,282.136,0.00E+00
C2,120.780434,8.4493,8.4496,3.58E+04,3.58E+04,34.0263,34.0118,194,1027.3318,1.08E-01,92.484,31.495,0,30.673801,36.78696,-121.91788,195.534,283.598,0.00E+00
C2,120.78046,8.439,8.4403,3.58E+04,3.58E+04,34.0266,34.0125,195,1027.3383,1.05E-01,91.432,31.13,0,30.399887,36.78696,-121.91788,196.542,285.061,0.00E+00
C2,120.78048,8.4302,8.4294,3.58E+04,3.58E+04,34.0276,34.0139,196,1027.345,1.01E-01,91.512,31.151,0,30.294198,36.78696,-121.91788,197.551,286.523,0.00E+00
C2,120.780504,8.4332,8.4323,3.58E+04,3.58E+04,34.0272,34.0132,197,1027.3488,1.04E-01,91.292,31.078,0,30.641965,36.78696,-121.91788,198.559,287.986,0.00E+00
C2,120.780535,8.4298,8.4284,3.58E+04,3.58E+04,34.0274,34.0137,198,1027.3541,1.05E-01,91.275,31.07,0,30.834039,36.78696,-121.91788,199.568,289.448,0.00E+00
C2,120.780546,8.4233,8.4224,3.58E+04,3.58E+04,34.028,34.0141,199,1027.3602,1.08E-01,91.39,31.105,0,30.843146,36.78696,-121.91788,200.576,290.911,0.00E+00
C2,120.780568,8.4217,8.4213,3.58E+04,3.58E+04,34.0281,34.0139,200,1027.365,1.02E-01,91.201,31.039,0,31.147238,36.78696,-121.91788,201.584,292.373,0.00E+00
C2,120.780642,8.421,8.4215,3.58E+04,3.58E+04,34.0284,34.0142,201,1027.37,1.06E-01,91.094,31.003,0,31.041385,36.78696,-121.91788,202.593,293.836,0.00E+00
C2,120.780821,8.4161,8.4152,3.58E+04,3.58E+04,34.0303,34.016,202,1027.3768,1.08E-01,90.644,30.846,0,30.802175,36.78696,-121.91788,203.601,295.298,0.00E+00
C3,120.859525,13.1716,13.1714,3.96E+04,3.96E+04,33.5262,33.5099,1,1025.2216,7.72E-01,304.564,114.403,0,-2.0831061,36.79147,-121.89771,1.008,1.461,0.00E+00
C3,120.859681,13.1698,13.1684,3.96E+04,3.96E+04,33.5273,33.5127,2,1025.2273,7.60E-01,305.056,114.585,0,-2.4640829,36.79147,-121.89771,2.015,2.922,0.00E+00
C3,120.859719,13.1537,13.1597,3.96E+04,3.96E+04,33.5277,33.5129,3,1025.2354,7.62E-01,304.98,114.518,0,-2.4869872,36.79147,-121.89771,3.022,4.384,0.00E+00
C3,120.859756,13.1537,13.1516,3.96E+04,3.95E+04,33.5274,33.5129,4,1025.2396,7.68E-01,305.184,114.595,0,-2.1224647,36.79147,-121.89771,4.03,5.845,0.00E+00
C3,120.860275,13.0481,13.0486,3.95E+04,3.95E+04,33.5279,33.5138,5,1025.2656,1.35E+00,305.533,114.477,0,-3.0430734,36.79147,-121.89771,5.037,7.306,0.00E+00
C3,120.860867,12.9958,13.0213,3.94E+04,3.94E+04,33.5274,33.515,6,1025.28,9.17E-01,304.873,114.106,0,-6.7267695,36.79147,-121.89771,6.045,8.767,0.00E+00
C3,120.860791,12.6051,12.7605,3.91E+04,3.92E+04,33.5433,33.521,7,1025.3735,1.09E+00,304.904,113.21,0,-6.6215076,36.79147,-121.89771,7.052,10.228,0.00E+00
C3,120.860816,12.1964,12.3724,3.87E+04,3.88E+04,33.5512,33.5274,8,1025.4629,1.25E+00,285.879,105.262,0,-6.3514278,36.79147,-121.89771,8.06,11.689,0.00E+00
C3,120.860842,11.971,11.975,3.85E+04,3.85E+04,33.5521,33.5476,9,1025.5109,1.39E+00,261.246,95.727,0,-6.289867,36.79147,-121.89771,9.067,13.151,0.00E+00
C3,120.860856,11.9128,11.9171,3.84E+04,3.84E+04,33.5583,33.5469,10,1025.5311,1.39E+00,255.542,93.528,0,-6.5362381,36.79147,-121.89771,10.074,14.612,0.00E+00
C3,120.860879,11.8779,11.8811,3.84E+04,3.84E+04,33.5627,33.5496,11,1025.5457,1.58E+00,248.953,91.051,0,-1.6917896,36.79147,-121.89771,11.082,16.073,0.00E+00
C3,120.860901,11.8577,11.8686,3.84E+04,3.84E+04,33.5707,33.5548,12,1025.5602,1.73E+00,247.532,90.498,0,-1.4373742,36.79147,-121.89771,12.09,17.534,0.00E+00
C3,120.860926,11.7997,11.8022,3.84E+04,3.83E+04,33.5743,33.5623,13,1025.5784,1.78E+00,251.392,91.799,0,-1.0005714,36.79147,-121.89771,13.097,18.996,0.00E+00
C3,120.860946,11.7387,11.7398,3.83E+04,3.83E+04,33.5791,33.5662,14,1025.598,2.08E+00,251.383,91.681,0,0.3455271,36.79147,-121.89771,14.104,20.457,0.00E+00
C3,120.860966,11.7198,11.7205,3.83E+04,3.83E+04,33.5796,33.5664,15,1025.6064,2.05E+00,247.374,90.183,0,0.7106087,36.79147,-121.89771,15.112,21.918,0.00E+00
C3,120.86099,11.6841,11.6937,3.83E+04,3.83E+04,33.5811,33.5663,16,1025.6188,2.21E+00,245.224,89.333,0,1.6914604,36.79147,-121.89771,16.12,23.379,0.00E+00
C3,120.861007,11.646,11.647,3.82E+04,3.82E+04,33.5827,33.5692,17,1025.6316,2.40E+00,244.348,88.943,0,1.6367904,36.79147,-121.89771,17.127,24.841,0.00E+00
C3,120.861033,11.6099,11.6194,3.82E+04,3.82E+04,33.5867,33.5718,18,1025.6459,2.46E+00,238.782,86.853,0,2.4836015,36.79147,-121.89771,18.134,26.302,0.00E+00
C3,120.861058,11.5819,11.5817,3.82E+04,3.82E+04,33.5885,33.5751,19,1025.6571,1.77E+00,234.851,85.373,0,3.0216564,36.79147,-121.89771,19.142,27.763,0.00E+00
C3,120.861073,11.5795,11.5791,3.82E+04,3.82E+04,33.5883,33.5746,20,1025.6619,1.69E+00,233.993,85.057,0,3.3024037,36.79147,-121.89771,20.15,29.224,0.00E+00
C3,120.861095,11.5672,11.572,3.82E+04,3.81E+04,33.5891,33.5748,21,1025.6693,1.73E+00,234.005,85.039,0,3.496473,36.79147,-121.89771,21.157,30.686,0.00E+00
C3,120.861126,11.5471,11.5596,3.81E+04,3.81E+04,33.5916,33.5759,22,1025.6795,1.93E+00,232.544,84.474,0,3.6700502,36.79147,-121.89771,22.165,32.147,0.00E+00
C3,120.861148,11.5432,11.542,3.81E+04,3.81E+04,33.5927,33.5793,23,1025.6856,1.78E+00,230.29,83.649,0,4.0633387,36.79147,-121.89771,23.172,33.608,0.00E+00
C3,120.86116,11.5316,11.531,3.81E+04,3.81E+04,33.5945,33.581,24,1025.6937,1.84E+00,230.001,83.524,0,4.0500321,36.79147,-121.89771,24.18,35.07,0.00E+00
C3,120.861179,11.5254,11.5256,3.81E+04,3.81E+04,33.5968,33.5799,25,1025.7011,1.47E+00,230.036,83.527,0,4.2400619,36.79147,-121.89771,25.187,36.531,0.00E+00
C3,120.861213,11.5082,11.51,3.81E+04,3.81E+04,33.6011,33.587,26,1025.7122,1.43E+00,231.908,84.179,0,4.3887331,36.79147,-121.89771,26.195,37.992,0.00E+00
C3,120.861233,11.4386,11.4371,3.81E+04,3.81E+04,33.6135,33.6004,27,1025.7391,1.24E+00,234.069,84.844,0,4.6190736,36.79147,-121.89771,27.202,39.454,0.00E+00
C3,120.861248,11.3327,11.3356,3.80E+04,3.80E+04,33.632,33.619,28,1025.7774,1.26E+00,234.29,84.744,0,4.6106114,36.79147,-121.89771,28.21,40.915,0.00E+00
C3,120.861273,11.2675,11.292,3.79E+04,3.79E+04,33.6402,33.6235,29,1025.8002,1.26E+00,228.666,82.6,0,4.7755242,36.79147,-121.89771,29.217,42.376,0.00E+00
C3,120.861295,11.1519,11.1548,3.78E+04,3.78E+04,33.647,33.6331,30,1025.8311,1.08E+00,225.228,81.161,0,4.9833505,36.79147,-121.89771,30.225,43.838,0.00E+00
C3,120.861316,11.0975,11.1027,3.78E+04,3.78E+04,33.656,33.6408,31,1025.8524,9.42E-01,216.712,78.006,0,4.9397264,36.79147,-121.89771,31.233,45.299,0.00E+00
C3,120.861334,11.0816,11.0813,3.78E+04,3.78E+04,33.6617,33.6483,32,1025.8643,8.79E-01,206.78,74.409,0,5.2888358,36.79147,-121.89771,32.24,46.76,0.00E+00
C3,120.861353,11.0659,11.0701,3.78E+04,3.78E+04,33.6649,33.6503,33,1025.8741,8.42E-01,209.54,75.378,0,8.1408499,36.79147,-121.89771,33.248,48.222,0.00E+00
C3,120.861379,11.0546,11.0614,3.78E+04,3.78E+04,33.6661,33.651,34,1025.8817,9.08E-01,211.169,75.946,0,9.4893993,36.79147,-121.89771,34.255,49.683,0.00E+00
C3,120.861403,11.0071,11.0092,3.77E+04,3.77E+04,33.6744,33.6611,35,1025.9011,9.08E-01,210.699,75.704,0,9.7276555,36.79147,-121.89771,35.263,51.145,0.00E+00
C3,120.861419,10.9736,10.9742,3.77E+04,3.77E+04,33.6827,33.6688,36,1025.9182,8.52E-01,210.085,75.434,0,9.8817515,36.79147,-121.89771,36.271,52.606,0.00E+00
C3,120.861442,10.9626,10.9621,3.77E+04,3.77E+04,33.6856,33.6718,37,1025.9269,7.89E-01,206.978,74.302,0,10.161412,36.79147,-121.89771,37.278,54.067,0.00E+00
C3,120.861461,10.9664,10.9647,3.77E+04,3.77E+04,33.6896,33.6757,38,1025.934,8.10E-01,205.834,73.899,0,10.137755,36.79147,-121.89771,38.286,55.529,0.00E+00
C3,120.861482,10.9839,10.9759,3.77E+04,3.77E+04,33.6962,33.6795,39,1025.9404,6.83E-01,206.678,74.233,0,10.955809,36.79147,-121.89771,39.294,56.991,0.00E+00
C3,120.861513,10.9899,10.9903,3.78E+04,3.77E+04,33.707,33.6927,40,1025.9524,6.46E-01,212.076,76.187,0,11.311596,36.79147,-121.89771,40.301,58.452,0.00E+00
C3,120.861528,10.9734,10.9731,3.77E+04,3.77E+04,33.7087,33.6952,41,1025.9611,8.17E-01,214.33,76.971,0,11.26348,36.79147,-121.89771,41.309,59.913,0.00E+00
C3,120.861543,10.9375,10.9459,3.77E+04,3.77E+04,33.7101,33.6942,42,1025.9733,7.50E-01,214.454,76.957,0,11.27858,36.79147,-121.89771,42.316,61.375,0.00E+00
C3,120.861571,10.8905,10.8997,3.77E+04,3.77E+04,33.7102,33.6952,43,1025.9863,8.22E-01,211.37,75.774,0,11.418829,36.79147,-121.89771,43.324,62.836,0.00E+00
C3,120.861594,10.8287,10.8299,3.76E+04,3.76E+04,33.7002,33.6863,44,1025.9941,8.54E-01,209.063,74.843,0,11.450511,36.79147,-121.89771,44.332,64.298,0.00E+00
C3,120.861615,10.7747,10.7966,3.75E+04,3.76E+04,33.6957,33.6828,45,1026.0047,8.15E-01,206.119,73.701,0,11.655512,36.79147,-121.89771,45.339,65.759,0.00E+00
C3,120.861632,10.7381,10.7376,3.75E+04,3.75E+04,33.7084,33.6943,46,1026.0256,7.91E-01,201.017,71.827,0,11.924008,36.79147,-121.89771,46.347,67.221,0.00E+00
C3,120.861651,10.7413,10.7403,3.75E+04,3.75E+04,33.7236,33.7099,47,1026.0414,7.75E-01,198.775,71.037,0,12.017861,36.79147,-121.89771,47.355,68.682,0.00E+00
C3,120.861685,10.7635,10.7607,3.76E+04,3.76E+04,33.7307,33.7139,48,1026.0476,6.62E-01,205.761,73.572,0,13.258564,36.79147,-121.89771,48.362,70.144,0.00E+00
C3,120.861706,10.779,10.7782,3.76E+04,3.76E+04,33.7382,33.7239,49,1026.0552,6.00E-01,207.784,74.324,0,12.972302,36.79147,-121.89771,49.37,71.605,0.00E+00
C3,120.861725,10.7835,10.7823,3.76E+04,3.76E+04,33.7419,33.7275,50,1026.0619,5.40E-01,210.691,75.373,0,13.075535,36.79147,-121.89771,50.378,73.067,0.00E+00
C3,120.861738,10.778,10.7789,3.76E+04,3.76E+04,33.7486,33.7338,51,1026.0726,6.40E-01,211.451,75.639,0,13.075414,36.79147,-121.89771,51.385,74.528,0.00E+00
C3,120.861761,10.7548,10.7553,3.76E+04,3.76E+04,33.7543,33.7399,52,1026.0857,7.28E-01,212.642,76.03,0,13.030754,36.79147,-121.89771,52.393,75.99,0.00E+00
C3,120.861789,10.7404,10.7473,3.76E+04,3.76E+04,33.7556,33.74,53,1026.0938,9.73E-01,212.194,75.847,0,12.984991,36.79147,-121.89771,53.401,77.451,0.00E+00
C3,120.861813,10.6797,10.6806,3.75E+04,3.75E+04,33.7511,33.7375,54,1026.1055,1.06E+00,211.824,75.614,0,13.141603,36.79147,-121.89771,54.408,78.913,0.00E+00
C3,120.861828,10.6369,10.6363,3.75E+04,3.75E+04,33.748,33.7338,55,1026.1153,8.95E-01,209.213,74.612,0,13.220928,36.79147,-121.89771,55.416,80.374,0.00E+00
C3,120.861852,10.62,10.6197,3.75E+04,3.74E+04,33.7461,33.7321,56,1026.1213,9.02E-01,200.069,71.324,0,13.792699,36.79147,-121.89771,56.424,81.836,0.00E+00
C3,120.861868,10.5958,10.5955,3.74E+04,3.74E+04,33.7418,33.7283,57,1026.1267,7.59E-01,196.102,69.871,0,14.262037,36.79147,-121.89771,57.432,83.298,0.00E+00
C3,120.861888,10.5904,10.5917,3.74E+04,3.74E+04,33.7403,33.7267,58,1026.1311,6.48E-01,194.096,69.148,0,14.271619,36.79147,-121.89771,58.439,84.759,0.00E+00
C3,120.861922,10.576,10.5747,3.74E+04,3.74E+04,33.7382,33.7241,59,1026.1366,5.89E-01,191.132,68.07,0,14.566977,36.79147,-121.89771,59.447,86.22,0.00E+00
C3,120.86194,10.5656,10.5648,3.74E+04,3.74E+04,33.7382,33.7243,60,1026.1429,6.72E-01,192.364,68.493,0,14.229037,36.79147,-121.89771,60.455,87.682,0.00E+00
C3,120.861953,10.5546,10.5542,3.74E+04,3.74E+04,33.738,33.7241,61,1026.1492,6.48E-01,190.046,67.652,0,14.859652,36.79147,-121.89771,61.462,89.144,0.00E+00
C3,120.86197,10.5332,10.5328,3.74E+04,3.74E+04,33.739,33.7249,62,1026.1584,5.78E-01,188.705,67.144,0,15.312801,36.79147,-121.89771,62.47,90.605,0.00E+00
C3,120.862004,10.5356,10.5323,3.74E+04,3.74E+04,33.7389,33.725,63,1026.1624,5.74E-01,186.272,66.282,0,15.300833,36.79147,-121.89771,63.478,92.067,0.00E+00
C3,120.862021,10.5312,10.5304,3.74E+04,3.74E+04,33.7427,33.7287,64,1026.1707,6.90E-01,186.61,66.397,0,15.499143,36.79147,-121.89771,64.486,93.528,0.00E+00
C3,120.86204,10.5277,10.5271,3.74E+04,3.74E+04,33.7445,33.7304,65,1026.1773,5.31E-01,186.953,66.515,0,15.668149,36.79147,-121.89771,65.493,94.99,0.00E+00
C3,120.862061,10.5257,10.525,3.74E+04,3.74E+04,33.7448,33.7308,66,1026.1824,5.94E-01,188.139,66.934,0,15.708576,36.79147,-121.89771,66.501,96.452,0.00E+00
C3,120.862078,10.524,10.5239,3.74E+04,3.74E+04,33.7453,33.731,67,1026.1877,5.15E-01,187.986,66.878,0,15.946491,36.79147,-121.89771,67.509,97.913,0.00E+00
C3,120.862111,10.5223,10.5225,3.74E+04,3.74E+04,33.7453,33.7309,68,1026.1924,5.01E-01,187.69,66.77,0,15.680189,36.79147,-121.89771,68.517,99.375,0.00E+00
C3,120.862125,10.511,10.5105,3.74E+04,3.73E+04,33.747,33.7328,69,1026.2003,5.35E-01,187.833,66.805,0,15.526574,36.79147,-121.89771,69.525,100.837,0.00E+00
C3,120.862147,10.5066,10.5069,3.74E+04,3.73E+04,33.7473,33.7328,70,1026.2059,5.40E-01,187.352,66.628,0,15.547126,36.79147,-121.89771,70.532,102.298,0.00E+00
C3,120.862173,10.497,10.4986,3.74E+04,3.73E+04,33.7477,33.7334,71,1026.2124,5.50E-01,186.718,66.389,0,15.637473,36.79147,-121.89771,71.54,103.76,0.00E+00
C3,120.86219,10.4924,10.4915,3.74E+04,3.73E+04,33.7527,33.7386,72,1026.2217,5.64E-01,186.465,66.294,0,15.854557,36.79147,-121.89771,72.548,105.221,0.00E+00
C3,120.862206,10.4881,10.4874,3.74E+04,3.73E+04,33.7588,33.7445,73,1026.2317,5.26E-01,186.743,66.39,0,15.992405,36.79147,-121.89771,73.556,106.683,0.00E+00
C3,120.862239,10.489,10.4876,3.74E+04,3.73E+04,33.7578,33.744,74,1026.2354,5.64E-01,193.497,68.792,0,16.006958,36.79147,-121.89771,74.563,108.145,0.00E+00
C3,120.862258,10.4792,10.4788,3.74E+04,3.73E+04,33.7608,33.7464,75,1026.244,6.37E-01,192.606,68.462,0,16.044141,36.79147,-121.89771,75.571,109.607,0.00E+00
C3,120.862277,10.4622,10.4625,3.73E+04,3.73E+04,33.7607,33.7465,76,1026.2514,6.40E-01,192.787,68.501,0,16.118979,36.79147,-121.89771,76.579,111.068,0.00E+00
C3,120.862291,10.4485,10.4493,3.73E+04,3.73E+04,33.7604,33.746,77,1026.2582,7.42E-01,192.892,68.518,0,16.154175,36.79147,-121.89771,77.587,112.53,0.00E+00
C3,120.862319,10.4463,10.4472,3.73E+04,3.73E+04,33.7602,33.746,78,1026.2629,6.49E-01,189.602,67.346,0,16.060956,36.79147,-121.89771,78.595,113.992,0.00E+00
C3,120.862355,10.4395,10.4399,3.73E+04,3.73E+04,33.7607,33.7466,79,1026.2691,5.19E-01,188.235,66.851,0,15.810168,36.79147,-121.89771,79.602,115.453,0.00E+00
C3,120.862368,10.4356,10.4354,3.73E+04,3.73E+04,33.7615,33.7472,80,1026.2749,5.53E-01,188.438,66.918,0,16.115426,36.79147,-121.89771,80.61,116.915,0.00E+00
C3,120.862391,10.4265,10.4275,3.73E+04,3.73E+04,33.762,33.7477,81,1026.2814,4.90E-01,188.436,66.904,0,16.246247,36.79147,-121.89771,81.618,118.377,0.00E+00
C3,120.862405,10.4154,10.4169,3.73E+04,3.73E+04,33.7623,33.748,82,1026.2881,4.91E-01,188.42,66.882,0,16.355903,36.79147,-121.89771,82.626,119.839,0.00E+00
C3,120.862428,10.3995,10.4062,3.73E+04,3.73E+04,33.7619,33.7472,83,1026.2952,5.93E-01,186.947,66.337,0,16.620294,36.79147,-121.89771,83.634,121.3,0.00E+00
C3,120.862454,10.4006,10.3997,3.73E+04,3.73E+04,33.7611,33.7471,84,1026.2989,5.60E-01,185.407,65.791,0,16.769437,36.79147,-121.89771,84.642,122.762,0.00E+00
C3,120.862477,10.3878,10.3885,3.73E+04,3.73E+04,33.7616,33.7472,85,1026.3061,4.82E-01,185.201,65.7,0,16.801,36.79147,-121.89771,85.649,124.224,0.00E+00
C3,120.862501,10.3805,10.3805,3.73E+04,3.73E+04,33.7612,33.747,86,1026.3116,4.64E-01,184.383,65.4,0,17.092648,36.79147,-121.89771,86.657,125.686,0.00E+00
C3,120.862517,10.3683,10.368,3.73E+04,3.72E+04,33.7604,33.7461,87,1026.3176,5.14E-01,183.583,65.099,0,16.738901,36.79147,-121.89771,87.665,127.148,0.00E+00
C3,120.862539,10.3606,10.3617,3.72E+04,3.72E+04,33.7599,33.7451,88,1026.3232,5.27E-01,182.064,64.549,0,16.962788,36.79147,-121.89771,88.673,128.609,0.00E+00
